"R0000100","R0357900","R0358200","R0358300","R0358500","R0358700","R0359500","R0536300","R0536401","R0536402","R1235800","R1482600","R9792900","R9793400","R9793500","R9793600","R9793700","R9793800","R9793900"
4453,0,-4,1,0,-4,0,1,9,1983,1,4,3,12,8,15,12,-4,-4
4454,0,-4,0,-4,-4,0,1,5,1980,1,2,-4,-4,-4,-4,-4,-4,-4
4455,0,-4,0,-4,-4,0,1,11,1984,1,4,3,-4,-4,-4,-4,630,440
4456,1,-4,1,0,-4,0,1,9,1980,1,4,3,22,21,18,24,580,420
4457,0,-4,1,0,-4,0,1,12,1983,1,2,3,-4,-4,-4,-4,-4,-4
4458,0,-4,0,-4,-4,0,1,7,1984,1,4,3,31,-3,-3,-3,-4,-4
4459,0,-4,1,2,0,0,2,6,1981,1,4,-3,-4,-4,-4,-4,-4,-4
4460,0,-4,1,0,-4,0,1,1,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4461,1,-4,1,0,-4,0,2,12,1981,1,2,3,-4,-4,-4,-4,-4,-4
4462,0,-4,0,-4,-4,0,2,4,1984,1,2,2,-4,-4,-4,-4,-4,-4
4463,0,-4,0,-4,-4,0,1,10,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4464,1,5,1,5,5,1,1,5,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4465,0,-4,0,-4,-4,0,2,11,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4466,1,15,1,6,2,0,1,1,1980,1,4,-4,-4,-4,-4,-4,-4,-4
4467,0,-4,1,0,-4,0,2,9,1981,1,4,3,-4,-4,-4,-4,-4,-4
4468,1,3,1,1,1,0,1,4,1981,1,4,-3,-4,-4,-4,-4,-4,-4
4469,0,-4,0,-4,-4,0,2,4,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4470,0,-4,1,2,3,0,2,5,1980,1,4,3,-4,-4,-4,-4,-4,-4
4471,0,-4,0,-4,-4,0,2,6,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4472,0,-4,0,-4,-4,0,1,6,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4473,1,-4,1,4,1,0,2,5,1980,1,4,3,-4,-4,-4,-4,560,460
4474,1,15,1,10,0,0,2,6,1980,1,2,-4,-4,-4,-4,-4,-4,-4
4475,1,10,1,4,1,0,1,3,1980,1,4,2,-4,-4,-4,-4,-4,-4
4476,1,-4,1,0,-4,0,2,5,1982,1,4,4,-4,-4,-4,-4,590,530
4477,1,2,1,0,-4,0,1,1,1980,1,4,3,-4,-4,-4,-4,-4,-4
4478,0,-4,1,2,0,0,2,6,1981,1,4,3,-4,-4,-4,-4,460,470
4479,0,-4,0,-4,-4,0,1,6,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4480,1,-4,1,0,-4,0,2,6,1984,1,2,3,-4,-4,-4,-4,-4,-4
4481,0,-4,0,-4,-4,0,1,5,1983,1,2,4,-4,-4,-4,-4,-4,-4
4482,1,-4,1,0,-4,1,1,4,1980,1,2,-4,-4,-4,-4,-4,-4,-4
4483,0,-4,0,-4,-4,0,1,11,1983,1,2,5,-4,-4,-4,-4,-4,-4
4484,1,-4,0,-4,-4,0,1,7,1983,1,4,2,-4,-4,-4,-4,-4,-4
4485,0,-4,1,0,-4,0,1,5,1981,1,2,0,-4,-4,-4,-4,-4,-4
4486,0,-4,0,-4,-4,0,1,9,1984,1,2,0,-4,-4,-4,-4,-4,-4
4487,0,-4,0,-4,-4,0,2,10,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4488,1,2,0,-4,-4,0,2,8,1983,1,4,2,-4,-4,-4,-4,-4,-4
4489,1,4,1,20,7,1,1,10,1980,1,2,-4,-4,-4,-4,-4,-4,-4
4490,0,-4,0,-4,-4,0,2,7,1983,1,2,2,-4,-4,-4,-4,-4,-4
4491,0,-4,0,-4,-4,0,1,9,1984,1,2,0,-4,-4,-4,-4,-4,-4
4492,0,-4,0,-4,-4,0,1,6,1980,1,2,1,-4,-4,-4,-4,-4,-4
4493,0,-4,1,0,-4,0,2,1,1980,1,2,4,-4,-4,-4,-4,-4,-4
4494,0,-4,1,0,-4,0,1,7,1984,1,2,1,-4,-4,-4,-4,-4,-4
4495,1,-4,1,0,-4,0,2,6,1982,1,2,1,-4,-4,-4,-4,-4,-4
4496,0,-4,0,-4,-4,0,2,1,1983,1,2,-4,-4,-4,-4,-4,-4,-4
4497,1,5,1,8,10,0,1,8,1980,1,2,0,-4,-4,-4,-4,-4,-4
4498,0,-4,1,1,0,0,1,1,1983,1,2,0,-4,-4,-4,-4,-4,-4
4499,0,-4,0,-4,-4,0,2,8,1984,1,2,-3,-4,-4,-4,-4,-4,-4
4500,0,-4,0,-4,-4,0,1,1,1984,1,2,1,-4,-4,-4,-4,-4,-4
4501,0,-4,0,-4,-4,0,2,3,1984,1,2,4,-4,-4,-4,-4,-4,-4
4502,0,-4,0,-4,-4,0,1,8,1984,1,2,-3,-4,-4,-4,-4,-4,-4
4503,1,-4,1,3,0,0,1,10,1980,1,2,-4,-4,-4,-4,-4,-4,-4
4504,0,-4,0,-4,-4,0,2,8,1982,1,2,-4,-4,-4,-4,-4,-4,-4
4505,1,-4,1,0,-4,0,1,9,1981,1,4,2,-4,-4,-4,-4,-4,-4
4506,1,-4,0,-4,-4,0,1,1,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4507,1,1,0,-4,-4,0,1,9,1980,1,4,2,-4,-4,-4,-4,-4,-4
4508,1,-4,1,0,-4,0,2,5,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4509,1,3,1,3,0,1,1,3,1982,1,4,2,-4,-4,-4,-4,-4,-4
4510,1,0,1,0,-4,0,2,6,1983,1,2,-4,-4,-4,-4,-4,-4,-4
4511,1,-4,1,0,-4,0,1,6,1984,1,2,-4,-4,-4,-4,-4,-4,-4
4512,0,-4,0,-4,-4,0,2,7,1982,1,4,3,-4,-4,-4,-4,-4,-4
4513,0,-4,0,-4,-4,0,1,9,1981,1,4,2,-4,-4,-4,-4,-4,-4
4514,0,-4,0,-4,-4,0,1,1,1983,1,4,4,20,21,22,22,470,560
4515,1,-4,1,0,-4,0,1,1,1980,1,2,3,-4,-4,-4,-4,430,320
4516,1,-4,1,0,-4,0,1,9,1981,1,2,4,-4,-4,-4,-4,-4,-4
4517,0,-4,0,-4,-4,0,2,8,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4518,1,1,1,4,4,0,1,11,1981,1,4,3,-4,-4,-4,-4,-4,-4
4519,1,-4,1,0,-4,0,1,10,1984,1,4,2,-4,-4,-4,-4,-4,-4
4520,0,-4,0,-4,-4,0,1,1,1982,1,2,3,-4,-4,-4,-4,-4,-4
4521,0,-4,0,-4,-4,0,2,12,1982,1,2,-4,-4,-4,-4,-4,-4,-4
4522,1,4,0,-4,-4,0,1,6,1980,1,4,3,26,24,29,23,500,670
4523,0,-4,1,0,-4,0,2,9,1980,1,2,3,-4,-4,-4,-4,-4,-4
4524,0,-4,1,0,-4,0,2,2,1983,1,2,3,-4,-4,-4,-4,-4,-4
4525,0,-4,0,-4,-4,0,1,8,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4526,1,2,1,2,1,1,1,3,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4527,1,-4,0,-4,-4,0,1,10,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4528,1,-4,1,0,-4,0,1,2,1981,1,4,3,-4,-4,-4,-4,580,650
4529,0,-4,0,-4,-4,0,2,3,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4530,1,-4,1,1,1,0,1,4,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4531,1,1,1,0,-4,0,2,9,1982,1,4,2,-4,-4,-4,-4,-4,-4
4532,0,-4,0,-4,-4,0,2,9,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4533,0,-4,0,-4,-4,0,1,11,1980,1,4,3,28,30,20,31,-4,-4
4534,0,-4,0,-4,-4,0,2,8,1982,1,4,4,30,30,30,33,-4,-4
4535,0,-4,0,-4,-4,0,1,9,1984,1,4,3,24,23,27,26,-4,-4
4536,0,-4,0,-4,-4,0,2,6,1982,1,4,3,27,30,25,28,580,540
4537,0,-4,0,-4,-4,0,1,3,1984,1,4,3,30,28,30,32,-4,-4
4539,0,-4,0,-4,-4,0,2,6,1983,1,4,3,19,20,21,18,-4,-4
4540,1,-4,1,0,-4,0,1,11,1982,1,4,3,22,16,22,20,-4,-4
4541,1,3,1,-2,-2,1,2,5,1981,1,4,2,-4,-4,-4,-4,-4,-4
4542,0,-4,0,-4,-4,0,2,9,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4543,0,-4,1,0,-4,1,1,12,1984,1,2,2,-4,-4,-4,-4,-4,-4
4544,0,-4,0,-4,-4,0,1,11,1984,1,4,1,-4,-4,-4,-4,-4,-4
4545,0,-4,1,0,-4,0,1,1,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4546,0,-4,0,-4,-4,0,1,3,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4547,0,-4,0,-4,-4,0,1,3,1981,1,4,4,26,24,30,24,530,660
4548,1,-4,0,-4,-4,0,2,5,1984,1,4,2,17,15,18,15,-4,-4
4549,1,-4,1,1,0,0,2,2,1982,1,4,3,-4,-4,-4,-4,-4,-4
4550,0,-4,0,-4,-4,0,2,5,1984,1,4,3,22,21,22,24,-4,-4
4551,0,-4,0,-4,-4,0,1,5,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4552,0,-4,0,-4,-4,0,2,9,1981,1,4,-4,-4,-4,-4,-4,-4,-4
4553,1,-4,1,1,0,1,2,1,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4554,1,-4,1,0,-4,1,2,5,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4555,0,-4,1,2,0,1,1,2,1981,1,2,-4,-4,-4,-4,-4,-4,-4
4556,1,-4,1,0,-4,1,2,3,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4557,0,-4,0,-4,-4,0,2,8,1984,1,4,3,-4,-4,-4,-4,-4,-4
4558,1,-4,1,0,-4,0,2,11,1982,1,4,2,-4,-4,-4,-4,-4,-4
4559,0,-4,1,0,-4,0,2,11,1981,1,4,3,-4,-4,-4,-4,-4,-4
4560,0,-4,1,1,0,0,2,9,1983,1,4,2,-4,-4,-4,-4,-4,-4
4561,1,-4,1,0,-4,0,2,11,1980,1,4,3,-4,-4,-4,-4,-4,-4
4562,1,-4,1,0,-4,0,1,11,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4563,0,-4,0,-4,-4,0,2,8,1980,1,4,3,-4,-4,-4,-4,-4,-4
4564,0,-4,0,-4,-4,0,1,12,1981,1,4,3,-4,-4,-4,-4,-4,-4
4565,0,-4,0,-4,-4,0,2,9,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4566,0,-4,0,-4,-4,0,2,9,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4567,0,-4,1,0,-4,0,1,1,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4568,0,-4,0,-4,-4,0,2,8,1981,1,4,4,-4,-4,-4,-4,-4,-4
4569,1,-4,0,-4,-4,0,1,9,1980,1,4,-4,-4,-4,-4,-4,-4,-4
4570,1,-4,0,-4,-4,0,1,9,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4571,0,-4,0,-4,-4,0,1,5,1983,1,4,2,-4,-4,-4,-4,-4,-4
4572,1,1,1,2,5,1,1,10,1980,1,3,-4,-4,-4,-4,-4,-4,-4
4573,0,-4,0,-4,-4,0,1,10,1984,1,4,1,-4,-4,-4,-4,-4,-4
4574,1,-4,1,0,-4,1,1,6,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4575,1,-4,1,1,0,0,2,1,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4576,1,-4,1,0,-4,0,1,10,1983,1,4,2,-4,-4,-4,-4,410,450
4577,0,-4,0,-4,-4,0,1,10,1984,1,4,4,-4,-4,-4,-4,620,520
4578,0,-4,0,-4,-4,0,2,7,1981,1,4,3,-4,-4,-4,-4,450,400
4579,1,-4,1,0,-4,1,2,5,1981,1,4,-4,-4,-4,-4,-4,-4,-4
4580,0,-4,0,-4,-4,0,1,11,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4581,1,1,1,6,5,0,2,1,1982,1,4,3,19,17,19,20,460,480
4582,0,-4,0,-4,-4,0,1,7,1984,1,4,3,-4,-4,-4,-4,490,540
4583,0,-4,0,-4,-4,0,2,11,1982,1,4,4,-4,-4,-4,-4,480,560
4584,0,-4,0,-4,-4,0,2,10,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4585,0,-4,0,-4,-4,0,1,2,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4586,1,3,1,0,-4,0,1,7,1982,1,4,1,-4,-4,-4,-4,-4,-4
4587,1,1,1,3,0,0,1,11,1981,1,4,1,-4,-4,-4,-4,-4,-4
4588,0,-4,0,-4,-4,0,2,11,1980,1,4,-4,-4,-4,-4,-4,-4,-4
4589,0,-4,0,-4,-4,0,1,7,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4590,0,-4,1,0,-4,0,2,3,1983,1,4,3,-4,-4,-4,-4,-4,-4
4591,1,-4,1,0,-4,0,1,9,1981,1,4,2,-4,-4,-4,-4,-4,-4
4592,1,-4,1,0,-4,0,1,2,1984,1,2,2,-4,-4,-4,-4,-4,-4
4593,0,-4,0,-4,-4,0,2,12,1983,1,4,1,-4,-4,-4,-4,-4,-4
4594,1,3,1,1,1,1,2,3,1984,1,3,2,-4,-4,-4,-4,-4,-4
4595,0,-4,0,-4,-4,1,2,11,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4596,1,15,1,3,3,1,1,3,1980,1,4,-4,-4,-4,-4,-4,-4,-4
4597,1,-4,0,-4,-4,0,2,4,1982,1,4,2,-4,-4,-4,-4,460,400
4598,1,1,0,-4,-4,0,2,6,1983,1,4,3,-4,-4,-4,-4,450,400
4599,0,-4,1,0,-4,0,2,8,1983,1,4,3,-4,-4,-4,-4,550,490
4600,1,-4,1,0,-4,0,1,4,1980,1,4,3,-4,-4,-4,-4,510,440
4601,1,-4,1,0,-4,0,2,10,1980,1,4,3,-4,-4,-4,-4,-4,-4
4602,0,-4,0,-4,-4,0,1,2,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4603,1,-4,1,0,-4,0,2,10,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4604,0,-4,1,20,10,1,1,10,1980,1,4,-4,-4,-4,-4,-4,-4,-4
4605,0,-4,1,0,-4,0,2,1,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4606,1,-4,1,0,-4,1,1,10,1983,1,4,2,-4,-4,-4,-4,-4,-4
4607,1,-4,0,-4,-4,0,2,3,1984,1,4,2,-4,-4,-4,-4,-4,-4
4608,1,20,1,2,0,1,2,3,1983,1,4,-3,-4,-4,-4,-4,-4,-4
4609,1,-4,1,0,-4,1,1,4,1984,1,4,2,-4,-4,-4,-4,-4,-4
4610,1,-4,1,1,0,0,2,4,1982,1,4,3,-4,-4,-4,-4,580,510
4611,1,2,1,3,0,0,2,1,1983,1,4,2,-4,-4,-4,-4,-4,-4
4612,0,-4,0,-4,-4,0,2,9,1984,1,4,4,-4,-4,-4,-4,510,530
4613,0,-4,0,-4,-4,0,1,11,1980,1,3,2,-4,-4,-4,-4,-4,-4
4614,1,-4,1,2,0,0,1,3,1981,1,2,2,-4,-4,-4,-4,-4,-4
4615,1,-4,1,1,0,0,1,1,1982,1,4,2,-4,-4,-4,-4,-4,-4
4616,1,-4,1,0,-4,0,1,12,1980,1,4,-4,-4,-4,-4,-4,-4,-4
4617,0,-4,0,-4,-4,0,1,1,1981,1,4,2,-4,-4,-4,-4,-4,-4
4618,0,-4,1,2,2,0,2,8,1983,1,4,2,-4,-4,-4,-4,-4,-4
4619,0,-4,0,-4,-4,0,2,9,1982,1,4,3,-4,-4,-4,-4,-4,-4
4620,1,-4,0,-4,-4,0,2,8,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4621,1,-4,1,0,-4,0,2,6,1983,1,1,-4,-4,-4,-4,-4,-4,-4
4622,1,-4,1,0,-4,0,1,6,1982,1,4,3,-4,-4,-4,-4,-4,-4
4623,1,-4,0,-4,-4,0,1,2,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4624,0,-4,0,-4,-4,0,1,8,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4625,0,-4,1,0,-4,0,1,2,1982,1,1,-4,-4,-4,-4,-4,-4,-4
4626,0,-4,0,-4,-4,0,2,6,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4627,1,5,1,0,-4,1,1,8,1981,1,4,0,-4,-4,-4,-4,-4,-4
4628,1,15,1,0,-4,0,2,2,1980,1,4,-4,-4,-4,-4,-4,-4,-4
4629,0,-4,0,-4,-4,0,1,4,1981,1,4,4,-4,-4,-4,-4,-4,-4
4630,0,-4,0,-4,-4,0,2,1,1984,1,4,3,-4,-4,-4,-4,-4,-4
4631,0,-4,0,-4,-4,0,1,8,1982,1,3,3,-4,-4,-4,-4,-3,-3
4632,1,10,1,0,-4,0,1,8,1980,1,4,2,-4,-4,-4,-4,-4,-4
4633,0,-4,0,-4,-4,0,2,11,1983,1,3,-4,-4,-4,-4,-4,-4,-4
4634,0,-4,0,-4,-4,0,2,9,1982,1,4,4,-4,-4,-4,-4,580,490
4635,0,-4,0,-4,-4,0,2,11,1983,1,4,3,-4,-4,-4,-4,360,410
4636,0,-4,0,-4,-4,0,1,11,1983,1,2,2,-4,-4,-4,-4,-4,-4
4637,0,-4,0,-4,-4,0,1,12,1981,1,2,-3,-4,-4,-4,-4,-4,-4
4638,1,-4,1,0,-4,0,1,9,1983,1,2,2,-4,-4,-4,-4,-4,-4
4639,1,1,0,-4,-4,0,1,6,1983,1,1,-4,-4,-4,-4,-4,-4,-4
4640,1,-4,0,-4,-4,0,1,1,1981,1,4,-4,-4,-4,-4,-4,-4,-4
4641,0,-4,0,-4,-4,0,1,10,1981,1,4,3,-4,-4,-4,-4,-4,-4
4642,0,-4,1,0,-4,0,1,1,1984,1,4,3,-4,-4,-4,-4,530,570
4643,0,-4,1,1,1,0,1,2,1980,1,4,4,-4,-4,-4,-4,-4,-4
4644,0,-4,1,0,-4,0,1,6,1984,1,4,4,-4,-4,-4,-4,620,610
4645,0,-4,0,-4,-4,0,1,2,1983,1,4,4,-4,-4,-4,-4,600,670
4646,0,-4,1,1,0,0,1,10,1983,1,4,4,-4,-4,-4,-4,720,680
4647,0,-4,1,5,2,0,2,9,1982,1,4,4,-4,-4,-4,-4,-4,-4
4648,1,3,1,1,0,0,2,7,1984,1,4,3,-4,-4,-4,-4,450,350
4649,0,-4,1,0,-4,0,2,4,1981,1,4,2,-4,-4,-4,-4,-4,-4
4650,1,2,1,3,19,0,2,3,1980,1,1,1,-4,-4,-4,-4,-4,-4
4651,1,-4,1,0,-4,1,2,5,1983,1,1,-4,-4,-4,-4,-4,-4,-4
4652,0,-4,1,5,5,0,2,8,1980,1,1,1,-4,-4,-4,-4,-4,-4
4653,0,-4,0,-4,-4,0,1,1,1983,1,1,12,-4,-4,-4,-4,-4,-4
4654,0,-4,0,-4,-4,0,1,9,1982,1,1,-4,-4,-4,-4,-4,-4,-4
4655,0,-4,0,-4,-4,1,2,7,1981,1,4,-4,-4,-4,-4,-4,-4,-4
4656,0,-4,1,0,-4,0,2,2,1980,1,1,-4,-4,-4,-4,-4,-4,-4
4657,0,-4,0,-4,-4,0,2,7,1982,1,1,-4,-4,-4,-4,-4,-4,-4
4658,1,-4,1,0,-4,0,2,1,1980,1,1,2,-4,-4,-4,-4,-4,-4
4659,0,-4,0,-4,-4,0,1,11,1981,1,1,-4,-4,-4,-4,-4,-4,-4
4660,1,19,1,2,0,1,1,2,1980,1,1,2,-4,-4,-4,-4,-4,-4
4661,0,-4,1,0,-4,0,1,10,1980,1,4,3,-4,-4,-4,-4,-4,-4
4662,0,-4,1,0,-4,0,2,12,1984,1,4,4,31,32,29,33,620,630
4663,1,2,1,0,-4,0,1,10,1980,1,4,3,-4,-4,-4,-4,470,550
4664,1,-4,0,-4,-4,0,2,10,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4665,1,5,1,5,2,1,1,7,1980,1,4,-4,-4,-4,-4,-4,-4,-4
4666,1,-4,1,2,0,0,1,4,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4667,1,0,1,0,-4,0,2,12,1984,1,4,-3,-4,-4,-4,-4,-4,-4
4668,0,-4,1,0,-4,0,1,3,1982,1,2,2,-4,-4,-4,-4,-4,-4
4669,0,-4,0,-4,-4,0,1,11,1983,1,4,4,-4,-4,-4,-4,-4,-4
4670,1,-4,1,4,0,0,2,12,1981,1,2,2,-4,-4,-4,-4,340,360
4671,1,-4,1,10,4,0,2,9,1983,1,2,-3,-4,-4,-4,-4,-4,-4
4672,1,4,1,1,1,0,2,5,1981,1,4,2,-4,-4,-4,-4,-4,-4
4673,1,2,1,5,2,0,2,7,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4674,1,1,1,0,-4,0,2,11,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4675,1,-4,0,-4,-4,0,2,11,1980,1,1,3,-4,-4,-4,-4,-4,-4
4676,1,0,0,-4,-4,0,2,4,1981,1,4,-3,-4,-4,-4,-4,-4,-4
4677,0,-4,0,-4,-4,0,2,12,1982,1,4,1,-4,-4,-4,-4,-4,-4
4678,0,-4,0,-4,-4,0,2,5,1981,1,2,-3,-4,-4,-4,-4,-4,-4
4679,1,1,1,0,-4,0,1,1,1983,1,2,2,-4,-4,-4,-4,-4,-4
4680,1,20,1,7,2,0,1,8,1982,1,4,2,-4,-4,-4,-4,-4,-4
4681,0,-4,0,-4,-4,0,1,7,1984,1,4,-3,-4,-4,-4,-4,-4,-4
4682,1,15,1,3,4,0,1,3,1980,1,3,-3,-4,-4,-4,-4,-4,-4
4683,0,-4,0,-4,-4,0,2,12,1981,1,3,3,-4,-4,-4,-4,-4,-4
4684,0,-4,0,-4,-4,0,2,9,1983,1,3,3,-4,-4,-4,-4,-4,-4
4685,1,-4,1,0,-4,0,2,6,1980,1,4,2,-4,-4,-4,-4,-4,-4
4686,0,-4,0,-4,-4,0,2,4,1982,1,3,4,-4,-4,-4,-4,630,560
4687,0,-4,0,-4,-4,0,2,12,1984,1,4,3,-4,-4,-4,-4,-4,-4
4688,0,-4,0,-4,-4,0,2,9,1980,1,4,4,-4,-4,-4,-4,370,420
4689,0,-4,0,-4,-4,0,2,5,1983,1,4,3,-4,-4,-4,-4,-4,-4
4690,1,-4,1,1,0,0,1,4,1980,1,4,-3,-4,-4,-4,-4,-4,-4
4691,0,-4,1,1,0,0,1,3,1983,1,4,2,-4,-4,-4,-4,-4,-4
4692,0,-4,0,-4,-4,0,1,1,1980,1,4,-3,-4,-4,-4,-4,-4,-4
4693,1,2,1,2,0,0,1,6,1981,1,2,-4,-4,-4,-4,-4,-4,-4
4694,1,-4,0,-4,-4,0,2,6,1984,1,2,4,-4,-4,-4,-4,-4,-4
4695,1,-4,1,0,-4,0,2,2,1980,1,2,-4,-4,-4,-4,-4,-4,-4
4696,1,-4,1,0,-4,0,2,2,1981,1,2,-3,-4,-4,-4,-4,-4,-4
4697,0,-4,0,-4,-4,0,2,3,1984,1,4,4,-4,-4,-4,-4,-4,-4
4698,0,-4,0,-4,-4,0,2,8,1981,1,2,2,-4,-4,-4,-4,-4,-4
4699,0,-4,1,0,-4,0,2,8,1981,1,2,-4,-4,-4,-4,-4,-4,-4
4700,0,-4,0,-4,-4,0,2,10,1982,1,2,-4,-4,-4,-4,-4,-4,-4
4701,0,-4,0,-4,-4,0,1,10,1984,1,2,2,-4,-4,-4,-4,-4,-4
4702,0,-4,0,-4,-4,0,1,4,1984,1,2,3,-4,-4,-4,-4,-4,-4
4703,1,-4,1,0,-4,0,1,8,1982,1,3,2,-4,-4,-4,-4,-4,-4
4704,0,-4,0,-4,-4,0,2,7,1983,1,4,1,-4,-4,-4,-4,-4,-4
4705,0,-4,0,-4,-4,0,1,5,1981,1,2,1,-4,-4,-4,-4,-4,-4
4706,0,-4,0,-4,-4,0,2,8,1981,1,2,3,21,18,24,23,490,590
4707,0,-4,0,-4,-4,0,2,9,1984,1,2,2,-4,-4,-4,-4,-4,-4
4708,0,-4,1,0,-4,0,2,3,1982,1,4,3,-4,-4,-4,-4,-4,-4
4709,1,-4,1,0,-4,0,1,1,1983,1,4,2,-4,-4,-4,-4,-4,-4
4710,0,-4,1,0,-4,0,1,6,1980,1,4,2,-4,-4,-4,-4,-4,-4
4711,0,-4,0,-4,-4,0,2,9,1982,1,4,2,-4,-4,-4,-4,-4,-4
4712,1,-4,1,0,-4,0,1,10,1983,1,4,2,-4,-4,-4,-4,-4,-4
4713,1,3,1,1,-2,0,1,1,1981,1,4,2,-4,-4,-4,-4,-4,-4
4714,0,-4,1,2,0,0,2,5,1981,1,4,2,-4,-4,-4,-4,-4,-4
4715,0,-4,0,-4,-4,0,2,1,1982,1,2,3,-4,-4,-4,-4,-4,-4
4716,0,-4,0,-4,-4,0,2,6,1984,1,4,3,-4,-4,-4,-4,-4,-4
4717,1,-4,1,0,-4,0,1,8,1980,1,2,2,-4,-4,-4,-4,-4,-4
4718,0,-4,0,-4,-4,0,2,9,1981,1,2,2,-4,-4,-4,-4,-4,-4
4719,0,-4,0,-4,-4,0,2,3,1980,1,4,4,-4,-4,-4,-4,620,590
4720,0,-4,0,-4,-4,0,2,4,1983,1,4,2,-4,-4,-4,-4,-4,-4
4721,1,10,1,0,-4,0,2,2,1980,1,4,2,-4,-4,-4,-4,-4,-4
4722,1,-4,1,0,-4,0,2,4,1982,1,4,3,-4,-4,-4,-4,-4,-4
4723,1,-4,1,2,0,0,2,7,1982,1,4,3,-4,-4,-4,-4,-4,-4
4724,1,-4,1,0,-4,0,1,2,1980,1,3,3,20,17,21,17,480,460
4725,0,-4,0,-4,-4,0,2,3,1980,1,4,3,-4,-4,-4,-4,-4,-4
4726,1,1,1,3,1,1,2,7,1981,1,4,-3,-4,-4,-4,-4,-4,-4
4727,0,-4,1,5,1,0,1,11,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4728,0,-4,0,-4,-4,0,2,4,1982,1,4,3,-4,-4,-4,-4,-4,-4
4729,0,-4,1,2,0,0,2,11,1981,1,4,3,-4,-4,-4,-4,-4,-4
4730,0,-4,0,-4,-4,0,2,5,1981,1,4,4,22,23,24,20,480,500
4731,0,-4,0,-4,-4,0,1,5,1981,1,4,4,-3,-3,-3,-3,600,680
4732,0,-4,0,-4,-4,0,2,10,1983,1,4,4,-4,-4,-4,-4,710,710
4733,0,-4,0,-4,-4,0,2,1,1984,1,2,-4,-4,-4,-4,-4,-4,-4
4734,0,-4,0,-4,-4,0,1,1,1983,1,2,-3,-4,-4,-4,-4,-4,-4
4735,0,-4,1,2,20,1,1,3,1980,1,2,-3,-4,-4,-4,-4,-4,-4
4736,1,-4,0,-4,-4,1,1,8,1984,1,4,3,-4,-4,-4,-4,-4,-4
4737,1,-4,1,0,-4,0,1,2,1982,1,4,2,-4,-4,-4,-4,-4,-4
4738,1,-4,1,0,-4,0,2,7,1980,1,4,-4,-4,-4,-4,-4,-4,-4
4739,0,-4,1,0,-4,0,2,3,1982,1,2,3,-4,-4,-4,-4,-4,-4
4740,1,-4,1,2,0,0,1,8,1980,1,2,2,-4,-4,-4,-4,-4,-4
4741,0,-4,0,-4,-4,0,2,10,1982,1,2,3,-4,-4,-4,-4,-4,-4
4742,1,-4,1,0,-4,0,2,8,1981,1,2,-4,-4,-4,-4,-4,-4,-4
