"R0000100","R0357900","R0358200","R0358300","R0358500","R0358700","R0359500","R0536300","R0536401","R0536402","R1235800","R1482600","R9792900","R9793400","R9793500","R9793600","R9793700","R9793800","R9793900"
4743,0,-4,0,-4,-4,0,1,10,1982,1,1,2,-4,-4,-4,-4,-4,-4
4744,0,-4,0,-4,-4,0,1,8,1983,1,4,3,-4,-4,-4,-4,-4,-4
4745,0,-4,0,-4,-4,0,1,1,1983,1,2,2,-4,-4,-4,-4,-4,-4
4746,0,-4,0,-4,-4,0,1,2,1983,1,4,4,-4,-4,-4,-4,-4,-4
4747,0,-4,1,0,-4,0,2,1,1980,1,1,3,15,12,17,12,-4,-4
4748,0,-4,0,-4,-4,0,2,1,1983,1,4,3,-4,-4,-4,-4,-4,-4
4749,1,15,1,10,10,0,1,4,1980,1,4,-3,-4,-4,-4,-4,-4,-4
4750,0,-4,0,-4,-4,0,1,12,1982,1,4,3,-4,-4,-4,-4,-4,-4
4751,0,-4,0,-4,-4,0,1,11,1981,1,4,-4,-4,-4,-4,-4,-4,-4
4752,1,-4,1,0,-4,0,1,2,1981,1,4,2,-4,-4,-4,-4,-4,-4
4753,1,-4,1,2,0,0,2,6,1982,1,4,3,-4,-4,-4,-4,-4,-4
4754,0,-4,1,0,-4,0,2,10,1981,1,4,2,-4,-4,-4,-4,490,400
4755,1,-4,1,4,2,0,2,11,1980,1,2,3,-4,-4,-4,-4,-4,-4
4756,0,-4,0,-4,-4,0,2,10,1980,1,4,3,-4,-4,-4,-4,-4,-4
4757,0,-4,0,-4,-4,0,2,9,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4758,0,-4,1,10,3,0,2,6,1980,1,1,-3,-4,-4,-4,-4,-4,-4
4759,1,-4,1,1,0,0,1,5,1981,1,4,3,-4,-4,-4,-4,-4,-4
4760,0,-4,0,-4,-4,0,2,12,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4761,0,-4,1,0,-4,0,2,11,1983,1,4,3,-4,-4,-4,-4,-4,-4
4762,0,-4,0,-4,-4,0,1,10,1984,1,2,2,-4,-4,-4,-4,-4,-4
4763,0,-4,0,-4,-4,0,1,4,1983,1,4,3,-4,-4,-4,-4,600,620
4764,0,-4,-1,-4,-4,-1,1,1,1981,1,2,3,-4,-4,-4,-4,-4,-4
4765,0,-4,0,-4,-4,0,1,6,1981,1,4,3,-4,-4,-4,-4,320,420
4766,1,1,1,3,3,0,1,11,1980,1,2,1,-4,-4,-4,-4,-4,-4
4767,0,-4,0,-4,-4,0,2,2,1984,1,2,2,-4,-4,-4,-4,-4,-4
4768,0,-4,0,-4,-4,0,2,9,1982,1,2,2,-4,-4,-4,-4,-4,-4
4769,0,-4,1,0,-4,0,1,7,1980,1,4,3,-4,-4,-4,-4,-4,-4
4770,1,-4,1,4,1,1,2,4,1980,1,4,3,-4,-4,-4,-4,-4,-4
4771,1,-4,1,0,-4,0,2,11,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4772,1,-4,1,0,-4,0,2,1,1984,1,2,-4,-4,-4,-4,-4,-4,-4
4773,1,-4,1,1,0,0,2,12,1980,1,2,3,-4,-4,-4,-4,-4,-4
4774,0,-4,0,-4,-4,0,1,3,1983,1,2,-4,-4,-4,-4,-4,-4,-4
4775,0,-4,1,2,0,0,2,11,1983,1,2,-4,-4,-4,-4,-4,-4,-4
4776,0,-4,0,-4,-4,0,1,7,1983,1,2,-4,-4,-4,-4,-4,-4,-4
4777,1,3,1,12,5,1,2,12,1980,1,2,-3,-4,-4,-4,-4,-4,-4
4778,1,-4,1,0,-4,0,2,7,1981,1,2,-4,-4,-4,-4,-4,-4,-4
4779,1,1,1,2,0,1,2,1,1983,1,2,-4,-4,-4,-4,-4,-4,-4
4780,1,-4,0,-4,-4,0,1,3,1980,1,2,2,-4,-4,-4,-4,-4,-4
4781,1,5,1,0,-4,1,1,2,1980,1,4,2,-4,-4,-4,-4,-4,-4
4782,1,-4,1,1,0,0,1,2,1981,1,2,-4,-4,-4,-4,-4,-4,-4
4783,1,-4,1,0,-4,0,2,11,1982,1,2,2,-4,-4,-4,-4,-4,-4
4784,1,1,0,-4,-4,1,2,11,1983,1,2,2,-4,-4,-4,-4,-4,-4
4785,0,-4,0,-4,-4,0,2,2,1980,1,2,-4,-4,-4,-4,-4,-4,-4
4786,0,-4,0,-4,-4,0,2,11,1983,1,2,3,-4,-4,-4,-4,-4,-4
4787,1,-4,1,4,0,0,1,6,1982,1,4,3,-4,-4,-4,-4,460,500
4788,1,1,1,5,5,0,1,9,1980,1,4,3,-4,-4,-4,-4,650,710
4789,1,0,1,0,-4,0,2,4,1982,1,4,3,-4,-4,-4,-4,530,470
4790,0,-4,0,-4,-4,0,1,7,1983,1,4,2,-4,-4,-4,-4,-4,-4
4791,1,3,1,8,8,0,1,8,1980,1,4,2,-4,-4,-4,-4,-4,-4
4792,1,-4,1,0,-4,0,2,3,1982,1,4,3,-4,-4,-4,-4,-4,-4
4793,0,-4,1,0,-4,0,1,6,1980,1,4,4,-4,-4,-4,-4,550,720
4794,0,-4,0,-4,-4,0,1,1,1981,1,4,4,-4,-4,-4,-4,460,530
4795,0,-4,1,0,-4,0,2,2,1981,1,2,2,-4,-4,-4,-4,-4,-4
4796,1,3,1,1,0,1,2,8,1981,1,4,3,-4,-4,-4,-4,-4,-4
4797,0,-4,0,-4,-4,0,2,1,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4798,0,-4,0,-4,-4,0,1,11,1984,1,2,4,-4,-4,-4,-4,500,500
4799,0,-4,0,-4,-4,0,1,4,1981,1,4,3,-4,-4,-4,-4,540,620
4800,1,-4,0,-4,-4,0,1,12,1982,1,4,66,-4,-4,-4,-4,-4,-4
4801,1,-4,1,0,-4,0,2,4,1983,1,4,3,-4,-4,-4,-4,570,540
4802,0,-4,0,-4,-4,0,2,3,1982,1,4,4,-4,-4,-4,-4,630,630
4803,1,-4,1,1,0,0,1,2,1983,1,4,2,-4,-4,-4,-4,580,580
4804,0,-4,0,-4,-4,0,2,1,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4805,0,-4,1,0,-4,0,1,4,1983,1,4,76,-4,-4,-4,-4,-4,-4
4806,1,-4,0,-4,-4,0,2,3,1982,1,4,2,-4,-4,-4,-4,-4,-4
4807,1,-4,0,-4,-4,0,2,11,1982,1,4,2,-4,-4,-4,-4,-4,-4
4808,1,8,1,0,-4,0,1,9,1980,1,4,77,-4,-4,-4,-4,-4,-4
4809,0,-4,0,-4,-4,0,2,8,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4810,1,1,1,0,-4,0,1,3,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4811,1,-4,0,-4,-4,0,2,8,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4812,0,-4,0,-4,-4,0,2,12,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4813,0,-4,0,-4,-4,0,1,4,1982,1,4,-3,-4,-4,-4,-4,440,400
4814,0,-4,0,-4,-4,0,1,3,1983,1,4,4,-4,-4,-4,-4,730,720
4815,0,-4,0,-4,-4,0,2,10,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4816,1,6,1,2,0,0,2,3,1980,1,4,2,-4,-4,-4,-4,560,550
4817,1,8,1,0,-4,0,1,3,1981,1,4,2,-4,-4,-4,-4,-4,-4
4818,0,-4,0,-4,-4,0,1,1,1984,1,4,3,-4,-4,-4,-4,640,600
4819,1,-4,1,0,-4,0,1,1,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4820,0,-4,1,1,0,0,1,3,1982,1,4,2,-4,-4,-4,-4,570,630
4821,0,-4,0,-4,-4,0,2,11,1983,1,4,3,-4,-4,-4,-4,480,470
4822,0,-4,0,-4,-4,0,2,11,1983,1,4,3,-4,-4,-4,-4,520,570
4823,0,-4,0,-4,-4,0,2,3,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4824,1,-4,1,0,-4,0,1,3,1981,1,4,83,-4,-4,-4,-4,-4,-4
4825,0,-4,0,-4,-4,0,2,12,1981,1,4,3,-4,-4,-4,-4,440,310
4826,0,-4,0,-4,-4,0,1,4,1980,1,4,4,-4,-4,-4,-4,680,740
4827,0,-4,0,-4,-4,0,1,7,1981,1,4,2,-4,-4,-4,-4,350,470
4828,0,-4,1,0,-4,0,2,4,1981,1,4,3,-4,-4,-4,-4,560,440
4829,0,-4,0,-4,-4,0,2,7,1981,1,4,1,-4,-4,-4,-4,270,340
4830,0,-4,0,-4,-4,0,1,10,1983,1,4,4,-4,-4,-4,-4,600,610
4831,1,-4,1,0,-4,0,1,12,1981,1,4,-3,-4,-4,-4,-4,-4,-4
4832,1,1,0,-4,-4,0,1,2,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4833,1,30,1,7,2,1,1,3,1980,1,4,-4,-4,-4,-4,-4,-4,-4
4834,1,20,1,1,0,1,2,2,1980,1,4,72,-4,-4,-4,-4,-4,-4
4835,0,-4,0,-4,-4,0,1,5,1983,1,4,78,-4,-4,-4,-4,-4,-4
4836,0,-4,1,1,0,0,1,9,1981,1,4,-4,-4,-4,-4,-4,-4,-4
4837,1,-4,0,-4,-4,0,2,3,1980,1,4,-4,-4,-4,-4,-4,-4,-4
4838,1,1,1,0,-4,0,2,6,1982,1,4,78,-4,-4,-4,-4,420,320
4839,0,-4,0,-4,-4,0,1,3,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4840,1,-4,0,-4,-4,0,1,9,1983,1,4,77,-4,-4,-4,-4,-4,-4
4841,1,5,1,2,0,0,2,5,1982,1,4,87,-4,-4,-4,-4,570,490
4842,1,1,1,0,-4,0,2,3,1984,1,4,88,-4,-4,-4,-4,550,580
4843,1,-4,1,0,-4,0,2,6,1981,1,4,82,-4,-4,-4,-4,-4,-4
4844,0,-4,0,-4,-4,0,1,2,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4845,1,0,1,0,-4,0,1,3,1981,1,4,1,-4,-4,-4,-4,-4,-4
4846,1,10,1,2,0,1,2,2,1983,1,4,0,-4,-4,-4,-4,-4,-4
4847,1,30,1,10,10,1,1,8,1980,1,4,0,-4,-4,-4,-4,-4,-4
4848,0,-4,0,-4,-4,0,1,1,1984,1,4,83,-4,-4,-4,-4,-4,-4
4849,1,1,0,-4,-4,0,1,11,1982,1,4,-3,-4,-4,-4,-4,430,390
4850,0,-4,1,0,-4,1,2,5,1980,1,4,3,-4,-4,-4,-4,-4,-4
4851,0,-4,0,-4,-4,0,1,9,1984,1,4,2,-4,-4,-4,-4,460,410
4852,1,1,1,0,-4,1,2,10,1980,1,4,3,-4,-4,-4,-4,500,460
4853,0,-4,0,-4,-4,0,1,5,1984,1,4,3,-4,-4,-4,-4,590,490
4854,1,-4,1,3,5,0,2,12,1982,1,4,2,-4,-4,-4,-4,-4,-4
4855,1,1,1,0,-4,0,2,8,1983,1,4,3,-4,-4,-4,-4,460,350
4856,1,-4,1,1,0,0,2,12,1981,1,2,3,-4,-4,-4,-4,330,390
4857,0,-4,1,0,-4,0,2,9,1984,1,2,-3,-4,-4,-4,-4,-4,-4
4858,0,-4,0,-4,-4,0,2,11,1984,1,4,5,-4,-4,-4,-4,590,620
4859,1,-4,1,0,-4,0,2,1,1981,1,4,83,-4,-4,-4,-4,530,500
4860,1,4,1,1,0,0,2,4,1980,1,4,78,-3,-3,-3,-3,-4,-4
4861,1,10,1,1,0,1,1,6,1980,1,4,-3,-4,-4,-4,-4,-4,-4
4862,0,-4,1,0,-4,0,2,4,1981,1,4,91,-3,-3,-3,-3,570,530
4863,0,-4,0,-4,-4,0,1,11,1981,1,4,-3,-4,-4,-4,-4,420,650
4864,1,-4,0,-4,-4,0,1,7,1984,1,4,-3,-4,-4,-4,-4,-4,-4
4865,1,-4,1,0,-4,0,2,3,1982,1,4,72,-4,-4,-4,-4,-4,-4
4866,0,-4,0,-4,-4,0,1,2,1982,1,4,93,24,24,27,23,510,570
4867,0,-4,0,-4,-4,0,2,3,1982,1,4,-3,-4,-4,-4,-4,-4,-4
4868,0,-4,0,-4,-4,0,2,10,1981,1,4,-4,-4,-4,-4,-4,-4,-4
4869,0,-4,0,-4,-4,0,1,2,1983,1,4,78,-4,-4,-4,-4,-4,-4
4870,1,1,1,1,0,0,1,8,1980,1,4,88,25,23,25,26,550,610
4871,1,-4,1,0,-4,1,2,9,1981,1,4,84,-4,-4,-4,-4,530,520
4872,0,-4,1,0,-4,1,1,12,1982,1,4,77,-4,-4,-4,-4,-4,-4
4873,1,1,0,-4,-4,0,2,9,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4874,1,-4,0,-4,-4,0,1,6,1984,1,4,79,-4,-4,-4,-4,-4,-4
4875,0,-4,1,2,0,0,2,12,1982,1,4,89,23,20,22,24,520,510
4876,0,-4,0,-4,-4,0,2,8,1982,1,4,92,-4,-4,-4,-4,660,540
4877,0,-4,0,-4,-4,0,2,6,1984,1,4,84,-4,-4,-4,-4,-4,-4
4878,1,-4,1,2,0,0,2,1,1982,1,4,90,25,18,27,28,480,590
4879,0,-4,0,-4,-4,0,2,12,1984,1,4,79,-4,-4,-4,-4,-4,-4
4880,1,-4,0,-4,-4,1,2,2,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4881,0,-4,0,-4,-4,0,2,5,1983,1,4,84,-4,-4,-4,-4,480,460
4882,0,-4,0,-4,-4,0,2,8,1981,1,4,3,-4,-4,-4,-4,630,480
4883,0,-4,1,1,0,0,1,10,1982,1,4,69,-4,-4,-4,-4,-4,-4
4884,1,2,1,0,-4,0,1,1,1980,1,4,-3,-4,-4,-4,-4,-4,-4
4885,1,-4,0,-4,-4,0,2,1,1983,1,4,82,-4,-4,-4,-4,550,480
4886,0,-4,0,-4,-4,0,1,7,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4887,1,-4,1,0,-4,0,1,4,1983,1,4,80,-4,-4,-4,-4,500,600
4889,1,4,1,1,1,0,1,8,1982,1,4,87,-4,-4,-4,-4,460,710
4890,0,-4,0,-4,-4,0,1,9,1983,1,4,76,22,16,24,21,420,500
4891,0,-4,1,0,-4,0,1,8,1982,1,4,89,-4,-4,-4,-4,600,620
4892,1,-4,0,-4,-4,0,1,8,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4893,1,20,1,15,5,0,2,3,1980,1,4,-3,-4,-4,-4,-4,-4,-4
4894,1,5,1,15,12,0,1,5,1980,1,4,75,-4,-4,-4,-4,-4,-4
4895,0,-4,0,-4,-4,0,2,12,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4896,0,-4,1,0,-4,0,1,11,1982,1,4,69,-4,-4,-4,-4,-4,-4
4897,1,0,1,0,-4,1,1,5,1984,1,4,89,-4,-4,-4,-4,500,590
4898,1,5,1,0,-4,0,2,5,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4899,1,-4,1,1,2,0,2,11,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4900,1,-4,1,0,-4,0,1,9,1980,1,4,81,-4,-4,-4,-4,-4,-4
4901,0,-4,1,0,-4,0,2,7,1980,1,4,-4,-4,-4,-4,-4,-4,-4
4902,1,3,0,-4,-4,0,1,4,1983,1,4,76,-4,-4,-4,-4,-4,-4
4903,0,-4,0,-4,-4,0,2,3,1983,1,1,84,-4,-4,-4,-4,-4,-4
4904,1,0,1,0,-4,1,2,8,1981,1,4,72,-4,-4,-4,-4,-4,-4
4905,0,-4,0,-4,-4,0,2,4,1983,1,4,84,18,18,16,18,390,430
4906,0,-4,0,-4,-4,0,1,5,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4907,0,-4,1,1,0,0,1,5,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4908,0,-4,0,-4,-4,0,1,11,1980,1,4,79,15,15,16,13,-4,-4
4909,1,0,1,0,-4,1,1,8,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4910,1,-4,1,0,-4,0,1,4,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4911,0,-4,1,3,0,0,1,2,1982,1,4,80,23,22,24,22,520,500
4912,0,-4,1,1,0,0,1,1,1984,1,4,76,-4,-4,-4,-4,-4,-4
4913,0,-4,0,-4,-4,0,1,2,1984,1,4,93,-4,-4,-4,-4,620,580
4914,0,-4,0,-4,-4,0,1,10,1983,1,4,52,-4,-4,-4,-4,-4,-4
4915,1,-4,1,1,0,0,2,7,1980,1,4,91,24,22,26,26,580,580
4916,0,-4,0,-4,-4,0,1,10,1983,1,4,82,-4,-4,-4,-4,530,510
4917,1,12,1,4,1,0,2,10,1981,1,4,75,-4,-4,-4,-4,-4,-4
4918,0,-4,0,-4,-4,0,1,6,1981,1,4,-4,-4,-4,-4,-4,-4,-4
4919,0,-4,0,-4,-4,0,1,2,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4920,0,-4,0,-4,-4,0,1,12,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4921,0,-4,0,-4,-4,0,1,9,1981,1,4,3,-4,-4,-4,-4,-4,-4
4922,0,-4,0,-4,-4,0,1,11,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4923,0,-4,0,-4,-4,0,2,12,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4924,0,-4,0,-4,-4,0,2,2,1981,1,4,-4,-4,-4,-4,-4,-4,-4
4925,0,-4,0,-4,-4,0,2,2,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4926,1,-4,1,0,-4,0,2,11,1980,1,4,3,-4,-4,-4,-4,490,450
4927,0,-4,1,0,-4,0,1,3,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4928,0,-4,1,2,0,0,1,7,1980,1,4,0,-4,-4,-4,-4,-4,-4
4929,1,3,1,2,2,0,1,1,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4930,0,-4,0,-4,-4,0,1,8,1984,1,4,1,-4,-4,-4,-4,-4,-4
4931,0,-4,0,-4,-4,0,1,6,1982,1,4,3,-4,-4,-4,-4,-4,-4
4932,1,2,1,0,-4,0,1,4,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4933,1,-2,1,-2,-2,0,2,12,1981,1,4,2,-4,-4,-4,-4,-4,-4
4934,0,-4,0,-4,-4,0,1,3,1984,1,4,1,-4,-4,-4,-4,-4,-4
4935,0,-4,0,-4,-4,0,2,12,1984,1,4,4,-4,-4,-4,-4,570,690
4936,1,-4,1,0,-4,0,1,11,1982,1,1,-4,-4,-4,-4,-4,-4,-4
4937,0,-4,0,-4,-4,0,1,3,1983,1,1,-4,-4,-4,-4,-4,-4,-4
4938,0,-4,0,-4,-4,0,2,9,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4939,0,-4,0,-4,-4,0,1,9,1981,1,4,3,-4,-4,-4,-4,500,500
4940,0,-4,0,-4,-4,0,1,12,1982,1,4,2,-4,-4,-4,-4,-4,-4
4941,0,-4,1,0,-4,0,2,10,1984,1,4,4,-4,-4,-4,-4,710,600
4942,0,-4,0,-4,-4,0,1,1,1981,1,4,3,-4,-4,-4,-4,-4,-4
4943,0,-4,0,-4,-4,0,1,11,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4944,0,-4,0,-4,-4,0,2,7,1983,1,4,2,-4,-4,-4,-4,530,470
4945,1,-4,1,3,0,1,1,12,1980,1,4,2,-4,-4,-4,-4,480,400
4946,1,4,1,2,1,0,1,1,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4947,0,-4,0,-4,-4,0,1,3,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4948,1,10,1,2,1,0,1,8,1981,1,4,-4,-4,-4,-4,-4,-4,-4
4949,1,-4,0,-4,-4,0,2,12,1983,1,4,5,-4,-4,-4,-4,-4,-4
4950,1,20,1,1,1,1,1,9,1980,1,4,-4,-4,-4,-4,-4,-4,-4
4951,0,-4,0,-4,-4,0,1,3,1983,1,4,2,-4,-4,-4,-4,-4,-4
4952,0,-4,0,-4,-4,0,2,6,1984,1,4,3,-4,-4,-4,-4,470,480
4953,0,-4,0,-4,-4,0,1,2,1980,1,4,1,-4,-4,-4,-4,-4,-4
4954,0,-4,0,-4,-4,0,1,6,1982,1,4,2,-4,-4,-4,-4,-4,-4
4955,1,18,1,5,14,0,2,6,1981,1,4,2,-4,-4,-4,-4,-4,-4
4956,1,-4,1,0,-4,0,2,10,1984,1,4,2,38,-3,-3,-3,-4,-4
4957,1,-4,0,-4,-4,0,1,5,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4958,1,4,1,15,10,0,2,3,1984,1,4,1,44,-3,-3,-3,-4,-4
4959,1,-4,0,-4,-4,0,2,12,1984,1,4,81,-4,-4,-4,-4,-4,-4
4960,1,10,1,5,1,0,2,3,1980,1,4,2,-4,-4,-4,-4,440,420
4961,1,2,1,3,1,0,2,12,1980,1,4,2,-4,-4,-4,-4,-4,-4
4962,1,-4,1,0,-4,0,2,8,1984,1,4,2,-4,-4,-4,-4,-4,-4
4963,1,4,1,10,5,0,2,5,1980,1,4,2,-4,-4,-4,-4,-4,-4
4964,0,-4,0,-4,-4,0,2,12,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4965,1,8,1,3,1,1,1,5,1982,1,4,3,-4,-4,-4,-4,-4,-4
4966,1,-4,0,-4,-4,0,2,1,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4967,1,-4,0,-4,-4,0,2,7,1983,1,4,3,-4,-4,-4,-4,500,450
4968,1,-4,0,-4,-4,0,2,7,1983,1,4,3,-4,-4,-4,-4,480,390
4969,1,-4,0,-4,-4,0,2,1,1983,1,4,2,-4,-4,-4,-4,-4,-4
4970,1,-4,1,0,-4,0,1,2,1980,1,4,3,-4,-4,-4,-4,380,370
4971,0,-4,0,-4,-4,0,1,11,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4972,0,-4,0,-4,-4,0,1,2,1980,1,4,3,-4,-4,-4,-4,-4,-4
4973,1,15,1,20,5,0,2,1,1980,1,4,-3,-4,-4,-4,-4,-4,-4
4974,1,10,0,-4,-4,0,2,6,1981,1,4,-4,-4,-4,-4,-4,-4,-4
4975,0,-4,0,-4,-4,0,1,12,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4976,0,-4,0,-4,-4,0,2,6,1981,1,4,2,-4,-4,-4,-4,-4,-4
4977,1,1,0,-4,-4,1,1,9,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4978,0,-4,0,-4,-4,1,2,5,1982,1,4,3,-4,-4,-4,-4,-4,-4
4979,0,-4,0,-4,-4,0,2,12,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4980,0,-4,1,1,0,0,1,2,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4981,0,-4,0,-4,-4,0,1,5,1984,1,4,-4,-4,-4,-4,-4,-4,-4
4982,1,-4,1,3,0,0,2,9,1981,1,4,5,-4,-4,-4,-4,380,450
4983,0,-4,0,-4,-4,0,1,6,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4984,1,-4,1,5,5,1,1,1,1981,1,4,3,-4,-4,-4,-4,430,370
4985,1,-4,0,-4,-4,0,2,1,1980,1,4,2,-4,-4,-4,-4,-4,-4
4986,1,-4,1,5,5,1,1,8,1981,1,4,62,-4,-4,-4,-4,-4,-4
4987,0,-4,0,-4,-4,0,1,4,1983,1,4,3,-4,-4,-4,-4,540,510
4988,1,7,1,0,-4,0,2,6,1980,1,4,82,-4,-4,-4,-4,-4,-4
4989,1,-4,0,-4,-4,1,1,1,1982,1,4,-4,-4,-4,-4,-4,-4,-4
4990,1,-4,1,0,-4,0,2,1,1982,1,4,87,-4,-4,-4,-4,-4,-4
4991,0,-4,0,-4,-4,0,2,7,1984,1,4,85,-4,-4,-4,-4,-4,-4
4992,1,2,1,1,0,0,1,5,1981,1,4,81,-4,-4,-4,-4,-4,-4
4993,1,-4,1,0,-4,0,2,11,1982,1,4,-3,-4,-4,-4,-4,430,400
4994,1,0,0,-4,-4,0,2,7,1984,1,4,-3,-4,-4,-4,-4,550,560
4995,0,-4,0,-4,-4,0,2,5,1981,1,4,84,-4,-4,-4,-4,-4,-4
4996,0,-4,0,-4,-4,0,2,7,1983,1,4,-4,-4,-4,-4,-4,-4,-4
4997,0,-4,0,-4,-4,0,1,7,1983,1,4,79,-4,-4,-4,-4,-4,-4
4998,0,-4,0,-4,-4,0,2,5,1982,1,2,65,-4,-4,-4,-4,-4,-4
4999,1,-4,0,-4,-4,0,2,9,1983,1,2,-4,-4,-4,-4,-4,-4,-4
5000,0,-4,0,-4,-4,0,1,2,1982,1,4,3,-4,-4,-4,-4,-4,-4
5001,0,-4,0,-4,-4,0,2,1,1983,1,4,2,-4,-4,-4,-4,-4,-4
5002,1,20,1,1,0,1,1,2,1983,1,4,-4,-4,-4,-4,-4,-4,-4
5003,1,-4,0,-4,-4,0,2,9,1984,1,4,2,-4,-4,-4,-4,-4,-4
5004,1,15,1,0,-4,1,1,2,1983,1,4,-3,-4,-4,-4,-4,-4,-4
5005,1,-4,1,0,-4,0,2,6,1984,1,4,-3,-4,-4,-4,-4,-4,-4
5006,0,-4,0,-4,-4,0,1,10,1983,1,4,3,-4,-4,-4,-4,410,480
5007,0,-4,0,-4,-4,0,2,10,1984,1,4,90,-4,-4,-4,-4,-4,-4
5008,0,-4,0,-4,-4,0,2,11,1983,1,4,-3,-4,-4,-4,-4,-4,-4
5009,1,-4,1,2,0,0,2,2,1980,1,4,77,-4,-4,-4,-4,-4,-4
5010,1,1,1,2,0,0,1,3,1980,1,4,87,-4,-4,-4,-4,460,480
5011,1,1,1,12,10,1,2,1,1981,1,4,82,-4,-4,-4,-4,440,440
5012,1,30,1,2,2,1,1,12,1980,1,4,-3,-4,-4,-4,-4,-4,-4
5013,1,-4,1,0,-4,0,1,9,1982,1,4,-4,-4,-4,-4,-4,-4,-4
5014,1,-4,1,7,0,1,1,6,1981,1,4,73,-4,-4,-4,-4,-4,-4
5015,1,1,1,1,0,0,2,10,1983,1,4,-3,-4,-4,-4,-4,-4,-4
5016,1,-4,0,-4,-4,0,2,5,1981,1,4,82,-4,-4,-4,-4,-4,-4
5017,0,-4,0,-4,-4,0,2,12,1981,1,4,-3,-4,-4,-4,-4,780,620
5018,0,-4,0,-4,-4,0,2,10,1984,1,4,83,-4,-4,-4,-4,-4,-4
5019,0,-4,1,0,-4,0,1,9,1981,1,4,-4,-4,-4,-4,-4,-4,-4
5020,0,-4,0,-4,-4,0,1,9,1981,1,2,79,-4,-4,-4,-4,-4,-4
5021,0,-4,1,0,-4,0,2,1,1983,1,4,92,-4,-4,-4,-4,-4,-4
5022,0,-4,0,-4,-4,0,2,10,1983,1,4,86,-4,-4,-4,-4,-4,-4
5023,0,-4,0,-4,-4,0,1,11,1982,1,4,49,-4,-4,-4,-4,-4,-4
5024,1,-4,1,0,-4,0,2,6,1982,1,4,-3,23,21,22,26,600,470
5025,1,-4,0,-4,-4,0,2,11,1983,1,4,-3,-4,-4,-4,-4,480,490
5026,0,-4,0,-4,-4,0,1,12,1983,1,2,81,-4,-4,-4,-4,-4,-4
5027,0,-4,0,-4,-4,0,2,12,1980,1,4,2,17,17,18,15,-4,-4
5028,1,-4,0,-4,-4,0,1,9,1981,1,4,3,-4,-4,-4,-4,-4,-4
5029,0,-4,0,-4,-4,0,1,3,1983,1,4,2,-4,-4,-4,-4,-4,-4
5030,0,-4,1,0,-4,0,1,3,1983,1,4,4,27,28,25,30,-4,-4
5031,0,-4,0,-4,-4,0,1,7,1981,1,4,4,24,27,24,21,-4,-4
5032,0,-4,1,0,-4,0,2,9,1980,1,4,2,-4,-4,-4,-4,-4,-4
5033,1,-4,0,-4,-4,0,1,3,1982,1,4,3,11,6,11,12,-4,-4
5034,0,-4,0,-4,-4,0,1,2,1982,1,4,-4,-4,-4,-4,-4,-4,-4
