"R0000100","R0070400","R0070500","R0071000","R0357900","R0358100","R0358300","R0358500","R0358900","R0359100","R0536300","R0536401","R0536402","R1204700","R1205300","R1235800","R1302400","R1302500","R1302600","R1302700","R1482600","R9792900","R9793400","R9793500","R9793600","R9793700","R9793800","R9793900"
208,1,1,1,0,-4,1,1,0,-4,2,3,1984,600000,1,1,8,12,8,12,4,91,-4,-4,-4,-4,550,690
209,3,2,1,0,-4,0,-4,0,-4,1,6,1983,155500,1,1,8,8,8,8,2,1,-4,-4,-4,-4,-4,-4
210,1,1,1,0,-4,0,-4,0,-4,1,5,1984,155500,1,1,8,8,8,8,2,2,-4,-4,-4,-4,-4,-4
211,1,1,1,0,-4,0,-4,0,-4,2,6,1980,48300,1,1,4,4,4,4,2,2,-4,-4,-4,-4,200,230
212,3,3,1,1,8,1,0,0,-4,1,2,1980,7900,1,1,8,12,8,12,2,-4,-4,-4,-4,-4,-4,-4
213,1,1,1,0,-4,0,-4,0,-4,2,4,1982,7900,1,1,8,12,8,12,2,6,-4,-4,-4,-4,430,440
214,4,1,2,0,-4,0,-4,0,-4,2,11,1982,31900,1,1,16,12,16,12,2,3,-4,-4,-4,-4,340,410
215,3,2,3,0,-4,1,0,0,-4,1,5,1981,1750,4,1,12,12,-4,12,2,2,-4,-4,-4,-4,410,410
216,4,4,3,1,30,1,0,0,-4,2,6,1980,43000,1,1,6,11,6,11,2,-4,-4,-4,-4,-4,-4,-4
217,2,3,1,0,-4,0,-4,0,-4,2,11,1982,-4,5,1,12,8,12,-4,2,-4,-4,-4,-4,-4,-4,-4
218,1,1,1,0,-4,0,-4,0,-4,1,9,1983,-4,1,1,12,16,12,16,2,2,-4,-4,-4,-4,-4,-4
219,2,2,2,0,-4,0,-4,0,-4,1,3,1982,139500,1,1,15,18,15,18,3,92,-4,-4,-4,-4,640,540
220,1,1,1,0,-4,0,-4,0,-4,1,3,1984,118000,1,1,14,12,14,12,4,2,-4,-4,-4,-4,-4,-4
221,1,1,1,0,-4,0,-4,0,-4,2,9,1984,183500,2,1,18,14,12,14,4,-3,-4,-4,-4,-4,-4,-4
222,4,2,4,1,15,0,-4,1,2,1,1,1981,-3,1,1,12,9,12,9,2,81,-4,-4,-4,-4,440,560
223,4,1,5,1,0,1,0,0,-4,1,1,1981,-3,1,1,12,9,12,9,2,89,-4,-4,-4,-4,500,550
224,4,2,-2,0,-4,0,-4,0,-4,2,10,1982,120750,5,1,12,12,12,-4,4,85,-4,-4,-4,-4,400,400
225,4,3,2,0,-4,1,1,0,-4,1,10,1980,-3,5,1,12,14,12,-4,4,-3,-4,-4,-4,-4,-4,-4
226,5,2,1,0,-4,0,-4,0,-4,2,3,1981,2350,4,1,-3,9,-4,9,1,3,-4,-4,-4,-4,-4,-4
227,5,5,5,1,30,1,0,1,2,2,1,1980,47650,6,1,-4,-3,-4,14,3,-4,-4,-4,-4,-4,-4,-4
228,1,1,1,0,-4,0,-4,0,-4,1,1,1984,-2500,5,1,15,15,15,-4,4,2,-4,-4,-4,-4,390,430
229,1,1,1,0,-4,0,-4,0,-4,2,2,1984,79530,4,1,-4,16,-4,16,4,4,-4,-4,-4,-4,580,620
230,3,1,2,1,3,0,-4,0,-4,1,5,1984,-19883,1,1,12,12,12,12,2,4,-4,-4,-4,-4,520,430
231,3,2,3,0,-4,1,3,1,30,1,11,1980,-4,5,1,12,11,12,-4,2,-4,-4,-4,-4,-4,-4,-4
232,2,1,1,0,-4,0,-4,0,-4,1,6,1984,30485,4,1,12,12,-4,12,2,-4,-4,-4,-4,-4,-4,-4
233,4,3,3,0,-4,1,10,0,-4,1,12,1980,3765,1,1,7,13,7,13,2,-3,-4,-4,-4,-4,-4,-4
234,2,1,1,1,1,0,-4,0,-4,2,8,1983,-4,4,1,14,11,-4,11,2,-3,-4,-4,-4,-4,-4,-4
235,4,2,2,0,-4,1,1,0,-4,2,8,1981,1747,1,1,15,10,15,10,4,3,-4,-4,-4,-4,410,440
236,-2,-2,-2,0,-4,0,-4,0,-4,2,12,1984,-3,4,1,12,15,-4,15,2,-4,-4,-4,-4,-4,-4,-4
237,1,1,1,0,-4,0,-4,0,-4,1,3,1983,40067,1,1,13,14,13,14,4,-4,-4,-4,-4,-4,-4,-4
238,3,2,2,0,-4,1,0,0,-4,2,8,1981,-4,4,1,-4,-3,-4,-3,4,-3,-4,-4,-4,-4,530,700
239,4,3,4,1,0,0,-4,1,0,1,9,1980,600000,1,1,18,18,18,18,4,3,-4,-4,-4,-4,420,270
240,1,1,1,1,0,0,-4,0,-4,2,4,1983,600000,1,1,18,18,18,18,4,-4,-4,-4,-4,-4,-4,-4
241,4,4,1,0,-4,1,0,0,-4,2,2,1983,29750,1,1,16,18,16,18,2,-3,-4,-4,-4,-4,510,410
242,1,1,1,0,-4,1,1,0,-4,1,6,1984,29750,1,1,16,18,16,18,2,91,-4,-4,-4,-4,420,490
243,3,1,3,0,-4,0,-4,0,-4,2,2,1983,-3,1,1,12,12,12,12,3,-3,-4,-4,-4,-4,-4,-4
244,1,1,1,0,-4,0,-4,0,-4,1,3,1983,-3,1,1,12,12,12,12,2,76,-4,-4,-4,-4,-4,-4
245,1,1,1,0,-4,0,-4,0,-4,2,7,1984,-4,1,1,-3,-3,-3,-3,4,-3,17,18,16,17,500,430
246,4,3,3,0,-4,1,0,0,-4,1,10,1980,-3,5,1,15,-4,15,-4,2,82,-4,-4,-4,-4,-4,-4
247,4,2,3,0,-4,1,2,0,-4,1,3,1982,17850,1,1,13,13,13,13,4,97,-4,-4,-4,-4,550,600
248,4,4,3,1,5,0,-4,0,-4,2,9,1983,17850,1,1,13,13,13,13,4,-3,-4,-4,-4,-4,590,560
249,3,2,1,1,30,1,3,1,1,1,8,1981,-4,2,1,12,14,14,14,4,-4,-4,-4,-4,-4,-4,-4
250,4,5,4,1,30,1,8,1,17,1,9,1981,-3,1,1,12,13,12,13,4,-4,-4,-4,-4,-4,-4,-4
251,4,3,2,0,-4,0,-4,0,-4,1,4,1982,-3,1,1,14,11,14,11,2,87,-4,-4,-4,-4,470,540
252,1,1,1,0,-4,0,-4,0,-4,2,7,1984,-3,1,1,14,11,14,11,2,90,-4,-4,-4,-4,510,470
253,1,1,1,-1,-4,-1,-4,-1,-4,2,9,1984,-4,1,1,-3,-3,-3,-3,4,-4,-4,-4,-4,-4,-4,-4
254,2,1,1,0,-4,0,-4,0,-4,1,8,1981,-3,4,1,16,18,-4,18,4,84,-4,-4,-4,-4,-4,-4
255,4,1,2,0,-4,0,-4,0,-4,2,7,1983,-3,4,1,16,18,-4,18,4,-4,-4,-4,-4,-4,-4,-4
256,3,5,2,1,30,1,2,1,28,1,8,1980,-3,1,1,-3,-3,-3,-3,4,65,-4,-4,-4,-4,-4,-4
257,3,2,1,1,0,1,0,0,-4,1,5,1984,-3,1,1,-3,-3,-3,-3,4,62,-4,-4,-4,-4,-4,-4
258,3,3,3,1,3,1,3,0,-4,1,11,1982,-4,1,1,14,12,14,12,4,75,-4,-4,-4,-4,-4,-4
259,2,1,1,-1,-4,-1,-4,-1,-4,1,12,1981,-3,1,1,-3,-3,-3,-3,4,-4,-4,-4,-4,-4,-4,-4
260,3,1,2,0,-4,0,-4,0,-4,1,12,1980,-4,4,1,-4,14,-4,14,1,72,-4,-4,-4,-4,300,360
261,4,1,1,0,-4,0,-4,0,-4,1,4,1983,1750,4,1,-4,12,-4,12,1,66,-4,-4,-4,-4,350,300
262,4,3,2,0,-4,0,-4,0,-4,1,9,1980,-4,4,1,-4,8,-4,8,1,-4,-4,-4,-4,-4,-4,-4
263,1,1,1,0,-4,0,-4,0,-4,1,7,1983,-4,4,1,-4,8,-4,8,1,45,-4,-4,-4,-4,-4,-4
264,3,1,4,1,0,0,-4,0,-4,1,7,1982,-4,1,1,-3,-3,-3,-3,4,64,-4,-4,-4,-4,-4,-4
265,1,1,1,0,-4,0,-4,0,-4,1,9,1983,1500,1,1,6,6,6,6,2,72,-4,-4,-4,-4,-4,-4
266,4,3,3,1,10,1,3,1,1,2,12,1980,148500,2,1,12,12,14,12,4,3,-4,-4,-4,-4,360,540
267,4,3,3,0,-4,1,2,0,-4,2,12,1980,110800,1,1,12,13,12,13,4,90,-4,-4,-4,-4,600,440
268,1,1,1,0,-4,1,0,0,-4,1,12,1981,242500,2,1,11,11,12,11,2,69,-4,-4,-4,-4,370,320
269,1,1,1,1,30,1,2,1,0,2,6,1981,412500,1,1,12,16,12,16,4,-3,-4,-4,-4,-4,-4,-4
270,3,1,4,1,0,1,0,1,0,2,1,1984,412500,1,1,12,16,12,16,4,69,-4,-4,-4,-4,450,410
271,4,1,1,1,0,0,-4,0,-4,2,8,1982,50870,1,1,12,12,12,12,4,-3,-4,-4,-4,-4,-4,-4
272,4,3,4,1,0,0,-4,0,-4,2,9,1982,12500,4,1,6,7,-4,7,2,-4,-4,-4,-4,-4,-4,-4
273,3,2,1,1,0,0,-4,0,-4,2,4,1983,-4,4,1,12,12,-4,12,2,-4,-4,-4,-4,-4,-4,-4
274,4,3,3,1,1,1,0,0,-4,2,8,1980,500,4,1,5,5,-4,5,2,-3,-4,-4,-4,-4,-4,-4
275,1,1,1,1,0,1,0,0,-4,1,12,1980,-4,9,1,5,1,-4,-4,2,-4,-4,-4,-4,-4,-4,-4
276,3,2,3,0,-4,0,-4,0,-4,2,1,1982,500,4,1,5,5,-4,5,2,2,-4,-4,-4,-4,-4,-4
277,1,1,1,0,-4,0,-4,0,-4,1,2,1984,500,4,1,5,5,-4,5,2,-3,-4,-4,-4,-4,-4,-4
278,3,2,2,1,5,1,1,0,-4,1,9,1980,47500,1,1,16,14,16,14,4,73,-4,-4,-4,-4,360,460
279,3,4,3,1,2,1,6,1,0,1,4,1981,-3,1,1,18,16,18,16,4,85,-4,-4,-4,-4,640,590
280,2,1,1,0,-4,1,0,0,-4,1,5,1983,-3,1,1,18,16,18,16,4,81,-4,-4,-4,-4,420,500
281,1,1,2,1,0,0,-4,0,-4,1,12,1984,500,4,1,-3,11,-4,11,1,75,-4,-4,-4,-4,-4,-4
282,3,4,4,1,30,1,10,1,15,1,6,1980,-3,1,1,12,14,12,14,4,72,-4,-4,-4,-4,-4,-4
283,1,1,1,0,-4,0,-4,0,-4,1,5,1984,-3,1,1,12,14,12,14,4,8,-4,-4,-4,-4,440,450
284,5,5,5,0,-4,0,-4,0,-4,2,3,1981,3750,2,1,10,12,-3,12,1,-3,-4,-4,-4,-4,-4,-4
285,4,3,4,0,-4,1,0,0,-4,1,2,1981,-3,1,1,9,11,9,11,4,71,-4,-4,-4,-4,-4,-4
286,2,1,2,1,0,1,30,0,-4,2,9,1984,-4,1,1,14,12,14,12,4,97,-4,-4,-4,-4,-4,-4
287,5,4,5,1,30,1,3,1,0,1,5,1980,87326,1,1,12,12,12,12,4,1,-4,-4,-4,-4,-4,-4
288,3,1,2,0,-4,0,-4,0,-4,2,10,1983,87326,1,1,12,12,12,12,4,3,-4,-4,-4,-4,490,490
289,3,1,2,0,-4,0,-4,0,-4,2,10,1984,87326,1,1,12,12,12,12,4,2,-4,-4,-4,-4,-4,-4
290,1,4,4,0,-4,1,0,0,-4,2,1,1984,-3,1,1,12,14,12,14,4,73,-4,-4,-4,-4,-4,-4
291,5,5,4,1,30,1,15,1,3,2,6,1980,134500,1,1,12,12,12,12,4,2,-4,-4,-4,-4,-4,-4
292,5,3,5,0,-4,1,0,0,-4,2,9,1984,6850,1,1,12,14,12,14,1,3,-4,-4,-4,-4,450,380
293,5,4,3,0,-4,0,-4,0,-4,2,11,1983,-3,1,1,12,12,12,12,2,4,-4,-4,-4,-4,600,490
294,3,2,4,0,-4,1,0,0,-4,1,5,1982,-4,1,1,12,12,12,12,2,3,-4,-4,-4,-4,590,490
295,1,1,1,0,-4,1,0,0,-4,2,9,1984,35100,4,1,-3,8,-4,8,2,2,-4,-4,-4,-4,-4,-4
296,5,3,3,0,-4,0,-4,0,-4,2,12,1981,-3,1,1,14,11,14,11,2,86,-4,-4,-4,-4,-4,-4
297,1,1,1,0,-4,0,-4,0,-4,1,7,1984,-3,1,1,14,11,14,11,2,2,-4,-4,-4,-4,340,360
298,4,1,2,0,-4,0,-4,0,-4,2,6,1983,-3,1,1,16,18,16,18,4,88,-4,-4,-4,-4,-4,-4
299,5,4,4,0,-4,1,0,0,-4,1,5,1981,-3,1,1,12,12,12,12,4,-3,-4,-4,-4,-4,-4,-4
300,4,3,3,0,-4,0,-4,0,-4,2,5,1984,-3,1,1,12,13,12,13,4,-3,-4,-4,-4,-4,-4,-4
301,3,3,3,1,0,1,1,1,0,2,12,1981,55250,4,1,18,12,-4,12,4,-4,-4,-4,-4,-4,-4,-4
302,3,3,2,0,-4,1,0,0,-4,2,3,1984,-3,1,1,12,14,12,14,4,-4,-4,-4,-4,-4,-4,-4
303,4,4,5,1,30,1,3,1,0,2,9,1980,-3,2,1,-3,13,18,13,4,-4,-4,-4,-4,-4,-4,-4
304,2,1,1,0,-4,0,-4,0,-4,1,2,1983,-3,2,1,-3,-3,-3,-3,4,78,-4,-4,-4,-4,490,390
305,1,1,1,0,-4,0,-4,0,-4,2,2,1983,-3,1,1,16,16,16,16,4,-4,-4,-4,-4,-4,-4,-4
306,1,1,1,1,0,1,0,0,-4,2,2,1980,-4,7,1,-4,-4,16,16,4,-3,-4,-4,-4,-4,-4,-4
307,1,1,1,1,0,0,-4,0,-4,2,5,1980,-4,7,1,-4,-4,16,16,4,91,-4,-4,-4,-4,-3,-3
308,1,1,1,0,-4,0,-4,0,-4,1,4,1981,-4,7,1,-4,-4,16,16,4,-4,-4,-4,-4,-4,-4,-4
309,1,1,1,0,-4,1,4,0,-4,2,4,1981,-4,7,1,-4,-4,16,16,4,75,-4,-4,-4,-4,-4,-4
310,1,1,1,0,-4,1,0,0,-4,2,6,1982,-4,7,1,-4,-4,16,16,4,73,-4,-4,-4,-4,-4,-4
311,3,2,4,1,0,1,1,1,0,1,3,1982,-4,6,1,-4,-4,16,18,4,88,-4,-4,-4,-4,530,450
312,4,3,5,1,30,1,2,1,15,2,7,1982,-4,6,1,-4,-4,16,18,4,90,-4,-4,-4,-4,520,450
313,3,4,3,1,0,0,-4,0,-4,2,4,1981,-3,1,1,16,12,16,12,4,99,32,30,31,36,640,740
314,3,2,2,0,-4,0,-4,0,-4,1,10,1984,-3,1,1,16,12,16,12,4,98,-4,-4,-4,-4,610,720
315,5,4,3,1,30,1,1,1,1,2,1,1982,413500,1,1,16,16,16,16,4,69,-4,-4,-4,-4,310,370
316,3,3,4,0,-4,0,-4,0,-4,1,4,1982,-3,1,1,14,14,14,14,4,-4,-4,-4,-4,-4,-4,-4
317,5,1,2,0,-4,1,0,0,-4,2,8,1980,-4,1,1,-3,-3,-3,-3,2,85,-4,-4,-4,-4,-4,-4
318,1,1,1,0,-4,1,0,0,-4,1,2,1983,-3,4,1,-3,12,-4,12,4,-4,-4,-4,-4,-4,-4,-4
319,2,1,1,-1,-4,-1,-4,-1,-4,2,3,1983,-3,1,1,16,14,16,14,4,-4,-4,-4,-4,-4,-4,-4
320,3,1,1,0,-4,0,-4,0,-4,2,7,1982,365001,4,1,13,18,-4,18,4,3,-4,-4,-4,-4,-4,-4
321,5,4,5,1,1,1,1,0,-4,1,10,1981,-4,1,1,12,12,12,12,4,76,-4,-4,-4,-4,-4,-4
322,2,1,2,0,-4,1,0,0,-4,2,6,1982,151000,4,1,12,13,-4,13,4,83,-4,-4,-4,-4,560,500
323,3,2,2,0,-4,0,-4,0,-4,1,3,1980,-3,4,1,15,14,-4,14,4,73,-4,-4,-4,-4,-4,-4
324,4,4,4,0,-4,1,20,1,15,1,6,1980,-4,1,1,16,12,16,12,4,-4,-4,-4,-4,-4,-4,-4
325,1,1,1,0,-4,0,-4,0,-4,1,9,1984,-4,4,1,12,13,-4,13,4,79,-4,-4,-4,-4,430,520
326,4,4,3,1,0,1,5,0,-4,2,3,1980,-3,1,1,14,12,14,12,4,-3,-4,-4,-4,-4,54,47
327,1,1,1,0,-4,0,-4,0,-4,2,1,1983,-4,1,1,18,14,18,14,4,4,-4,-4,-4,-4,640,530
328,1,1,1,0,-4,0,-4,0,-4,1,3,1984,-3,1,1,12,12,12,12,4,80,-4,-4,-4,-4,460,310
329,1,1,1,0,-4,0,-4,0,-4,1,2,1984,-4,1,1,14,12,14,12,4,-3,-4,-4,-4,-4,590,560
330,4,2,3,1,0,1,0,0,-4,1,6,1982,-4,1,1,14,14,14,14,4,-4,-4,-4,-4,-4,-4,-4
331,4,4,1,0,-4,0,-4,0,-4,2,4,1980,-3,1,1,12,12,12,12,4,-4,-4,-4,-4,-4,-4,-4
332,2,4,1,0,-4,0,-4,0,-4,1,1,1980,-3,3,1,-3,-4,-3,20,4,91,-4,-4,-4,-4,550,680
333,1,1,1,1,0,1,0,0,-4,2,8,1982,-3,3,1,-3,-4,-3,20,4,80,-4,-4,-4,-4,270,380
334,1,1,1,0,-4,1,0,0,-4,2,1,1984,-3,2,1,-3,20,-3,20,4,90,-4,-4,-4,-4,-4,-4
335,2,2,2,1,0,1,2,0,-4,2,6,1980,-4,1,1,12,12,12,12,4,82,-4,-4,-4,-4,-4,-4
336,2,2,3,0,-4,1,0,1,0,1,2,1982,-3,1,1,16,18,16,18,1,-4,-4,-4,-4,-4,-4,-4
337,1,1,1,0,-4,0,-4,0,-4,1,7,1983,-3,1,1,16,16,16,16,4,3,-4,-4,-4,-4,540,720
338,3,3,3,0,-4,1,0,0,-4,2,4,1981,-3,1,1,20,18,20,18,4,4,-4,-4,-4,-4,660,720
339,2,2,2,1,0,0,-4,0,-4,2,9,1981,3750,1,1,11,10,11,10,4,3,-4,-4,-4,-4,560,590
340,1,1,1,0,-4,0,-4,0,-4,1,12,1981,2778,1,1,9,11,9,11,4,3,-4,-4,-4,-4,-4,-4
341,1,1,1,0,-4,0,-4,0,-4,1,12,1983,-4,1,1,9,11,9,11,4,3,-4,-4,-4,-4,470,540
342,1,1,1,1,0,0,-4,1,0,1,3,1982,-4,5,1,16,-4,16,-4,4,24,-4,-4,-4,-4,-4,-4
343,2,1,4,0,-4,0,-4,1,2,1,3,1984,-4,5,1,16,-4,16,-4,4,2,-4,-4,-4,-4,-4,-4
344,1,1,1,0,-4,0,-4,0,-4,1,3,1984,-4,5,1,16,-4,16,-4,4,-4,-4,-4,-4,-4,-4,-4
345,3,1,1,0,-4,1,0,0,-4,1,3,1984,-4,5,1,16,-4,16,-4,4,-4,-4,-4,-4,-4,-4,-4
346,2,1,1,0,-4,0,-4,0,-4,1,5,1984,500,4,1,10,12,-4,12,2,3,-4,-4,-4,-4,-4,-4
347,1,1,1,0,-4,0,-4,0,-4,1,9,1981,-26250,1,1,6,6,6,6,2,2,-4,-4,-4,-4,-4,-4
348,1,1,1,0,-4,0,-4,0,-4,1,8,1983,-26250,1,1,6,6,6,6,2,-4,-4,-4,-4,-4,-4,-4
349,1,1,1,0,-4,0,-4,0,-4,1,1,1984,-26250,1,1,6,6,6,6,2,1,-4,-4,-4,-4,-4,-4
350,1,1,1,1,0,1,1,1,1,1,2,1984,45000,1,1,-3,-3,-3,-3,4,2,-4,-4,-4,-4,-4,-4
351,3,4,3,1,0,1,0,0,-4,2,6,1981,58250,1,1,10,10,10,10,2,3,-4,-4,-4,-4,-4,-4
352,3,2,4,1,0,1,0,0,-4,2,6,1981,58250,1,1,10,10,10,10,2,2,-4,-4,-4,-4,-4,-4
353,2,2,2,0,-4,1,1,0,-4,2,9,1982,58250,1,1,10,10,10,10,2,-4,-4,-4,-4,-4,-4,-4
354,1,2,4,0,-4,1,1,0,-4,2,7,1982,59750,1,1,11,11,11,11,2,2,-4,-4,-4,-4,-4,-4
355,3,2,3,0,-4,0,-4,0,-4,2,12,1980,59750,1,1,11,11,11,11,2,3,-4,-4,-4,-4,-4,-4
356,4,2,1,0,-4,0,-4,0,-4,2,10,1982,4750,1,1,11,10,11,10,2,-4,-4,-4,-4,-4,-4,-4
357,2,1,2,0,-4,1,0,0,-4,1,9,1981,52250,1,1,6,6,6,6,2,3,-4,-4,-4,-4,-4,-4
358,1,1,2,0,-4,0,-4,0,-4,1,2,1983,52250,1,1,6,6,6,6,2,2,-4,-4,-4,-4,-4,-4
359,2,1,1,0,-4,1,0,0,-4,2,1,1983,52250,1,1,6,6,6,6,2,3,-4,-4,-4,-4,-4,-4
360,1,1,2,0,-4,1,1,0,-4,1,9,1984,-4,4,1,-3,10,-4,10,2,3,-4,-4,-4,-4,-4,-4
361,2,2,2,0,-4,0,-4,0,-4,1,8,1980,-4,10,1,-4,-4,-4,-4,2,-4,-4,-4,-4,-4,-4,-4
362,1,1,3,1,0,0,-4,0,-4,2,4,1981,6100,1,1,4,4,4,4,2,3,-4,-4,-4,-4,-4,-4
363,1,1,1,1,0,1,0,0,-4,2,11,1983,6100,1,1,4,4,4,4,2,2,-4,-4,-4,-4,-4,-4
364,2,1,3,0,-4,0,-4,0,-4,2,7,1984,2750,2,1,-3,3,-3,3,2,2,-4,-4,-4,-4,-4,-4
365,3,3,4,1,0,1,0,1,1,2,2,1982,12750,4,1,11,12,-4,12,2,-4,-4,-4,-4,-4,-4,-4
366,2,3,2,0,-4,0,-4,0,-4,2,8,1980,-4,1,1,9,8,9,8,2,3,-4,-4,-4,-4,350,460
367,3,3,2,0,-4,0,-4,0,-4,1,6,1981,-4,1,1,9,8,9,8,2,3,-4,-4,-4,-4,-4,-4
368,3,1,3,1,0,1,3,1,2,2,4,1981,-3,1,1,3,6,3,6,2,2,-4,-4,-4,-4,-4,-4
369,1,-2,-2,0,-4,0,-4,0,-4,1,7,1984,-3,1,1,3,6,3,6,2,-4,-4,-4,-4,-4,-4,-4
370,2,3,2,1,0,1,0,1,0,1,6,1981,167750,8,1,12,-3,-4,-4,2,-3,-4,-4,-4,-4,-4,-4
371,3,1,1,0,-4,0,-4,0,-4,2,12,1982,167750,8,1,12,-3,-4,-4,2,-4,-4,-4,-4,-4,-4,-4
372,3,3,2,0,-4,0,-4,0,-4,1,6,1983,-4,4,1,12,10,-4,10,2,3,-4,-4,-4,-4,-4,-4
373,1,1,1,0,-4,1,0,0,-4,2,8,1984,500,4,1,12,10,-4,10,2,-4,-4,-4,-4,-4,-4,-4
374,3,4,3,1,0,1,0,0,-4,2,9,1981,153812,4,1,-4,14,-4,14,4,3,-4,-4,-4,-4,-4,-4
375,1,2,2,0,-4,0,-4,0,-4,1,7,1982,285500,4,1,12,14,-4,14,1,2,-4,-4,-4,-4,310,270
376,3,2,3,0,-4,0,-4,0,-4,1,3,1981,227500,1,1,9,12,9,12,1,3,-4,-4,-4,-4,490,430
377,1,1,1,0,-4,0,-4,0,-4,2,12,1984,1750,2,1,12,11,12,11,1,2,-4,-4,-4,-4,-4,-4
378,1,1,1,0,-4,0,-4,0,-4,1,2,1984,25001,1,1,16,13,16,13,1,-3,-4,-4,-4,-4,360,410
379,3,3,4,0,-4,1,0,0,-4,2,11,1980,118500,1,1,16,16,16,16,2,-4,-4,-4,-4,-4,-4,-4
380,2,1,1,0,-4,0,-4,0,-4,1,2,1983,7500,4,1,-4,12,-4,12,4,-4,-4,-4,-4,-4,-4,-4
381,-4,-4,-4,1,30,1,0,0,-4,1,1,1980,54500,4,1,14,14,-4,14,2,-4,-4,-4,-4,-4,-4,-4
382,2,2,2,0,-4,0,-4,0,-4,2,1,1980,-4,10,1,14,14,-4,-4,4,3,-4,-4,-4,-4,520,490
383,1,1,1,0,-4,0,-4,0,-4,2,2,1984,217500,4,1,16,14,-4,14,4,-4,-4,-4,-4,-4,-4,-4
384,1,1,1,0,-4,0,-4,0,-4,1,11,1983,166750,1,1,11,12,11,12,2,3,-4,-4,-4,-4,550,610
385,3,3,4,0,-4,1,4,0,-4,1,12,1981,16500,1,1,6,8,6,8,2,0,-4,-4,-4,-4,-4,-4
386,2,4,3,1,0,1,4,1,0,1,6,1980,500,4,1,-4,-3,-4,-3,2,2,-4,-4,-4,-4,-4,-4
387,2,2,4,1,1,1,2,1,1,2,1,1983,500,4,1,-4,-3,-4,-3,2,1,-4,-4,-4,-4,-4,-4
388,2,2,3,0,-4,0,-4,0,-4,2,1,1982,-4,4,1,-4,5,-4,5,2,1,-4,-4,-4,-4,-4,-4
389,2,1,2,1,0,1,0,0,-4,2,6,1981,134100,1,1,14,14,14,14,4,4,-4,-4,-4,-4,590,400
390,3,2,4,1,0,1,0,0,-4,2,3,1983,-3,4,1,16,15,-4,15,4,3,-4,-4,-4,-4,410,310
391,3,1,3,0,-4,0,-4,0,-4,1,3,1980,-4,1,1,6,6,6,6,4,3,-4,-4,-4,-4,380,480
392,2,1,2,0,-4,0,-4,0,-4,1,1,1980,122600,1,1,14,18,14,18,2,3,-4,-4,-4,-4,700,570
393,1,1,1,0,-4,0,-4,0,-4,1,9,1983,-4,9,1,12,14,-4,-4,2,-3,-4,-4,-4,-4,-4,-4
394,1,1,1,0,-4,0,-4,0,-4,1,10,1984,-4,1,1,16,14,16,14,2,3,-4,-4,-4,-4,600,580
395,1,1,2,0,-4,0,-4,0,-4,1,8,1984,45000,1,1,-3,14,-3,14,4,2,-4,-4,-4,-4,-4,-4
396,3,2,2,1,1,1,0,0,-4,1,9,1983,108750,1,1,-3,-3,-3,-3,4,3,-4,-4,-4,-4,440,480
397,4,2,5,1,22,0,-4,1,0,1,4,1982,69500,1,1,14,14,14,14,2,-3,-4,-4,-4,-4,-4,-4
398,3,3,3,0,-4,0,-4,0,-4,1,8,1980,-4,1,1,12,-3,12,-3,2,1,-4,-4,-4,-4,-4,-4
399,4,4,4,1,0,1,5,1,27,1,9,1980,185000,1,1,-3,12,-3,12,3,2,-4,-4,-4,-4,-4,-4
400,4,4,4,1,2,1,14,1,15,2,7,1982,185000,1,1,-3,12,-3,12,3,-4,-4,-4,-4,-4,-4,-4
401,1,1,1,0,-4,0,-4,0,-4,1,6,1984,66250,5,1,13,-4,13,-4,4,2,-4,-4,-4,-4,-4,-4
402,1,1,2,0,-4,1,1,0,-4,2,7,1984,-4,2,1,-3,12,12,12,4,2,-4,-4,-4,-4,-4,-4
403,1,1,1,0,-4,1,0,0,-4,2,2,1984,-3,2,1,11,14,11,14,1,2,-4,-4,-4,-4,-4,-4
404,2,1,1,0,-4,0,-4,0,-4,1,3,1980,184500,1,1,14,14,14,14,4,3,-4,-4,-4,-4,-4,-4
405,2,3,1,0,-4,0,-4,0,-4,1,9,1981,184500,1,1,14,14,14,14,4,4,-4,-4,-4,-4,-4,-4
406,1,1,1,0,-4,0,-4,0,-4,2,6,1983,184500,1,1,14,14,14,14,4,4,24,21,25,25,600,650
407,3,3,4,0,-4,0,-4,0,-4,2,10,1981,1750,4,1,-4,-3,-4,-3,2,98,-4,-4,-4,-4,-4,-4
408,1,1,1,0,-4,0,-4,0,-4,1,5,1980,-3,4,1,-4,-3,-4,-3,1,2,-4,-4,-4,-4,410,390
409,3,2,3,0,-4,1,0,1,0,2,12,1980,-3,1,1,-3,-3,-3,-3,1,1,-4,-4,-4,-4,-4,-4
410,3,3,3,1,0,1,3,1,0,1,10,1980,1750,4,1,-4,-3,-4,-3,2,-4,-4,-4,-4,-4,-4,-4
411,-2,-2,1,1,5,1,0,0,-4,2,2,1980,-4,1,1,-3,-3,-3,-3,2,-4,-4,-4,-4,-4,-4,-4
412,2,1,2,1,0,0,-4,0,-4,1,2,1982,-4,1,1,-3,-3,-3,-3,2,-3,-4,-4,-4,-4,-4,-4
413,2,2,1,0,-4,0,-4,0,-4,1,7,1980,-4,4,1,-4,13,-4,13,1,2,-4,-4,-4,-4,-4,-4
414,3,3,4,0,-4,0,-4,0,-4,2,7,1980,500,4,1,11,11,-4,11,1,2,-4,-4,-4,-4,-4,-4
